sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,weight,product_online,tax_class_name,visibility,price,special_price,url_key,brand,strain,sava_product_type,helps_with,daytime_nightime,cannabinoids,region,psychoactivity,cbd_thc_ratios,terpenes,dose,size,color,scent,flavor,qty,use_config_min_qty,is_qty_decimal,is_in_stock,stock_status,manage_stock,source_tracking_mode,configurable_variations,configurable_variation_labels,associated_skus,intro_text,short_description,description,ingredients,dosing,base_image,small_image,thumbnail_image,additional_images,internal_name,errors
S10APRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Pain,Shop/Explore/Feeling/Daytime",base,"Pineapple Jack Pre-Roll w/ THCa Diamonds & Ice Water Hash (1g)",,1,,"Catalog, Search",15.5,,stone-road-pineapple-jack-pre-roll-w-thca-diamonds-and-ice-water-hash,"Stone Road","Sativa-Dominant Hybrid",Pre-Rolls,Anxiety|Mood|Pain,Daytime,THC,,,,,,,,,,96,1,,1,1,1,None,,,,"Sativa-hybrid cannabis infused pre-roll with a fresh citrus flavor.","<p>Pineapple jack is a sativa-hybrid cannabis infused pre-roll, offering a delicious citrus flower rolled with Tangie Hash and THCa diamonds for a more enveloping and deeply soothing experience.</p>","<p>Pineapple jack is a sativa-hybrid cannabis infused pre-roll, offering a delicious citrus flower rolled with Tangie Hash and THCa diamonds for a more enveloping and deeply soothing experience. Fresh from artisan family farms in Northern California, Stone Road joints are filled with only the best flower grown under the sun, nurtured under organic conditions.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,,"Stone Road - Pineapple Jack Pre-Roll w/ THCa Diamonds & Ice Water Hash (1g)",
S95DPRO1,,Concentrates,simple,"Shop/Products/Inhale/Concentrates,Shop/Explore/Cannabinoids/THC",base,"Strawberry Rosé Refined Live Resin 1g",,1,,"Catalog, Search",31,,raw-garden-strawberry-rose-refined-live-resin-1g,"Raw Garden",,Concentrates,,,THC,,,,,,,,,,,1,,,,1,None,,,,"A hybrid made from Rosé x Strawberry Fields x Skystomper.","<p>1g live resin that contains approximately 4-7% terpenes and grown entirely from organically-based and Clean Green Certified farming techniques.</p>","<p>Made from our cannabis flower using entirely organically-based and Clean Green Certified farming techniques. Raw Garden cryogenically flash-freezes the flower at harvest in order to preserve the plant’s unique cannabinoid and terpene profiles. Contains approximately 4-7% terpenes and comes in a drier consistency than Raw Garden Sauce.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/4a2wMvtTYAwFxTHJBBrCfG/281f87e264fca9ab7e54e7073843211c/RawGarden-resin.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4a2wMvtTYAwFxTHJBBrCfG/281f87e264fca9ab7e54e7073843211c/RawGarden-resin.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4a2wMvtTYAwFxTHJBBrCfG/281f87e264fca9ab7e54e7073843211c/RawGarden-resin.jpg,,"Raw Garden - Strawberry Rosé Refined Live Resin 1g",
S3A4PRO1,,Concentrates,simple,"Shop/Products/Inhale/Concentrates,Shop/Explore/Cannabinoids/THC",base,"Sci-Fi 43 Refined Live Resin 1g",,1,,"Catalog, Search",31,,raw-garden-sci-fi-43-refined-live-resin-1g,"Raw Garden",,Concentrates,,,THC,,,,,,,,,,1,1,,1,1,1,None,,,,"A hybrid made from Wifi 43 x Sour Crack.","<p>1g live resin that contains approximately 4-7% terpenes and grown entirely from organically-based and Clean Green Certified farming techniques.</p>","<p>Made from our cannabis flower using entirely organically-based and Clean Green Certified farming techniques. Raw Garden cryogenically flash-freezes the flower at harvest in order to preserve the plant’s unique cannabinoid and terpene profiles. Contains approximately 4-7% terpenes and comes in a drier consistency than Raw Garden Sauce.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/4a2wMvtTYAwFxTHJBBrCfG/281f87e264fca9ab7e54e7073843211c/RawGarden-resin.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4a2wMvtTYAwFxTHJBBrCfG/281f87e264fca9ab7e54e7073843211c/RawGarden-resin.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4a2wMvtTYAwFxTHJBBrCfG/281f87e264fca9ab7e54e7073843211c/RawGarden-resin.jpg,,"Raw Garden - Sci-Fi 43 Refined Live Resin 1g",
S207PRO2,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Daytime",base,"Af Berry Pre-Roll Pack",,1,,Catalog,17,,moon-made-farms-af-berry-pre-roll-pack,"Moon Made Farms",,Pre-Rolls,Mood|Energy|Stress|Creativity|Focus|Energizing|Socializing,Daytime,,,,,,,,,,,,1,,,,1,None,,,,"Sun + Earth Certified flower great for a daytime energy or mood boost. Three 0.5g pre-rolls per tube.","<p>Af Berry is an easy going strain, best smoked daily to increase daytime focus, creativity, happiness and social connections.</p>","<p>Af Berry is an easy going strain, best smoked daily to increase daytime focus, creativity, happiness and social connections. Three 0.5g pre-rolls per tube.
<strong>This product is Sun + Earth Certified. This certification means that this cannabis is grown under the sun, in the soil of mother earth, without chemicals, by fairly paid farmers.</strong></p>",,"<p>13.56% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/4RUBv1jk8RsMnEWPEZTQQE/8fce04d13ab2bc7d77a3ef6fe9cbad6f/moon-made-farms-3pack-prerolls.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4RUBv1jk8RsMnEWPEZTQQE/8fce04d13ab2bc7d77a3ef6fe9cbad6f/moon-made-farms-3pack-prerolls.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4RUBv1jk8RsMnEWPEZTQQE/8fce04d13ab2bc7d77a3ef6fe9cbad6f/moon-made-farms-3pack-prerolls.jpg,https://images.ctfassets.net/4a6u5f7bz40f/3QaC8aHf0cOh5fY7033bw4/efed345d033faedfecaa745b4f580f4b/Sun_And_Earth_12x12_Centered-01.jpg,"Moon Made Farms - Af Berry Pre-Roll Pack",
S8A0PRO1,,Concentrates,simple,"Shop/Products/Inhale/Concentrates,Shop/Explore/Strain/Hybrid/Balanced,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Feeling/Daytime,Shop/Explore/Feeling/Nighttime,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Medium",base,"Cali Heights Biscotti Crumble 1g",,1,,Catalog,29,,cali-heights-biscotti-crumble-1g,"Cali Heights","Balanced Hybrid|Indica-Dominant Hybrid",Concentrates,,Daytime|Nighttime|Anytime,,,Medium,,,Medium|High,,,,,,1,,,,1,None,,,,"1 gram indica concentrate.","<p>The flavors bursting from this indica dominant strain leave the user in the clouds.  This is a Full-Spectrum Crumble that will hit your head hard and then travel all the way down to your toes.</p>","<p>Biscotti Crumble, from Cali Heights, is unlike any crumble you have tried before.  The feedback from users has been incredible and the flavors bursting from this indica dominant strain leave the user in the clouds.  This is a Full-Spectrum Crumble that will hit your head hard and then travel all the way down to your toes.
We would like to change the name of our crumble to 'Honeycomb', because that is exactly what it looks like.  We mix our own OG Kush with Gelato and this chocolate colored crumble is the result.  You'll quickly understand why our crumble is sought-out by the most picky cannaseurs.  i suggest starting small, unless you are due for a couch day.  The majority of users like to use this for dabbing, but it can definitely be spread on rolling paper, included in joints, scooped on top of a bowl or even baked into an edible.</p>","<p>100% Cannabis oil extract</p>","<p>THC 67% CBD 0.10%</p>",https://images.ctfassets.net/4a6u5f7bz40f/4ZoVAIeVGbmvYvsJY5NpaT/88f68c1b9e3630325d4dfcf5caa58658/Biscotti_Crumble.jpeg,https://images.ctfassets.net/4a6u5f7bz40f/4ZoVAIeVGbmvYvsJY5NpaT/88f68c1b9e3630325d4dfcf5caa58658/Biscotti_Crumble.jpeg,https://images.ctfassets.net/4a6u5f7bz40f/4ZoVAIeVGbmvYvsJY5NpaT/88f68c1b9e3630325d4dfcf5caa58658/Biscotti_Crumble.jpeg,,"Cali Heights - Cali Heights Biscotti Crumble 1g","Value for 'strain' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'daytime_nightime' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'dose' attribute contains incorrect value, see acceptable values on settings specified for Admin"
S8F3PRO1,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Daytime,Shop/Explore/High/Medium",base,"Extra Virgin Olive Oil (15 mL)",,1,,"Catalog, Search",7,,potli-extra-virgin-olive-oil-15-ml,PotLi,,Edibles,Mood|Energy|Pain|Stress,Daytime,THC|CBD,,Medium,,,,,,,,3,1,,1,1,1,None,,,,"Premium cannabis infused olive oil.","<p>Potli Extra Virgin Olive Oil is harvested from Arbequina olives from Carmel Valley, CA. Perfect drizzled over any of your culinary creations to add a little lift in your day.</p>","<p>Potli Extra Virgin Olive Oil is harvested from Arbequina olives from Carmel Valley, CA and is perfect drizzled over hummus, greek yogurt, tartines, or as a healthy ingredient in any of your culinary creations to add a little lift to your day.
Going Up (THC Dominant) | Made with THC to stimulate, relax, and enhances your senses psychoactively. Tasting Notes: Rich, Peppery, Lightly Fruity.</p>","<p>Ingredients: Extra virgin olive oil, cannabis</p>","<p>Serving size: 1 vial (15 mL). Servings per container: 1
&lt;2 mg CBD - 10 mg THC per container</p>",https://images.ctfassets.net/4a6u5f7bz40f/64LEHNNLYggkEpvW735QaU/52c5cdd3750bf5a4bba441fce473019d/Potli_ExtraVirginOliveOil_GoingUp_114.jpg,https://images.ctfassets.net/4a6u5f7bz40f/64LEHNNLYggkEpvW735QaU/52c5cdd3750bf5a4bba441fce473019d/Potli_ExtraVirginOliveOil_GoingUp_114.jpg,https://images.ctfassets.net/4a6u5f7bz40f/64LEHNNLYggkEpvW735QaU/52c5cdd3750bf5a4bba441fce473019d/Potli_ExtraVirginOliveOil_GoingUp_114.jpg,,"PotLi - Extra Virgin Olive Oil (15 mL)",
S16APRO1,,Concentrates,simple,"Shop/Products/Inhale/Pax Era Pods,Shop/Explore/Cannabinoids/THC",base,"Bridezilla Breath Pax Pod",,1,,"Catalog, Search",33,,raw-garden-bridezilla-breath-pax-pod,"Raw Garden",,"Pax Era Pods|Vaping",,,THC,,,,,,,,,,10,1,,1,1,1,None,,,,"An indica made from Wedding Breath x Gorilla Breath.","<p>These pods are high in THC and allow you to expertly control your dose.</p>","<p>Made from 100% Cannabis – no additives or artificial flavors. These pods are high in THC and contain all the natural aromas, flavors, and terpenes of the exceptional flower from which they are extracted. The Pax Era Pro automatically heats each unique Raw Garden pod to its optimal temperature and allows you to expertly control your dose, achieving your perfect cannabis experience every time.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,,"Raw Garden - Bridezilla Breath Pax Pod",
S5A5PRO2,,Concentrates,simple,"Shop/Products/Inhale/Pax Era Pods,Shop/Explore/Cannabinoids/THC",base,"Green Mango Clouds Pax Pod",,1,,"Catalog, Search",33,,raw-garden-green-mango-clouds-pax-pod,"Raw Garden",,"Pax Era Pods|Vaping",,,THC,,,,,,,,,,10,1,,1,1,1,None,,,,"A hybrid made from Green Mango x Kush Clouds.","<p>These pods are high in THC and allow you to expertly control your dose.</p>","<p>Made from 100% Cannabis – no additives or artificial flavors. These pods are high in THC and contain all the natural aromas, flavors, and terpenes of the exceptional flower from which they are extracted. The Pax Era Pro automatically heats each unique Raw Garden pod to its optimal temperature and allows you to expertly control your dose, achieving your perfect cannabis experience every time.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1K8rN9qel4zDllzzp68EkT/5a012ec44a8b92051a6278cb0d83f792/PAX-POD-BOX__1__-_Tyler_Pugh__2_.jpg,,"Raw Garden - Green Mango Clouds Pax Pod",
SB84PRO2,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC",base,"Badlands Haze Refined Live Resin THC Cartridge 0.5g",,1,,"Catalog, Search",31,,raw-garden-badlands-haze-refined-live-resin-thc-cartridge-0-5g,"Raw Garden",,Vaping,,,THC,,,,,,,,,,7,1,,1,1,1,None,,,,"A hybrid made from Bisti Badlands X Chem Haze.","<p>0.5g cartridge high in THC and 100% cannabis.</p>","<p>These THC Vape Cartridges are 100% cannabis, made from our flower grown in Santa Barbara County. Raw Garden cryogenically flash-freezes the flower at harvest in order to preserve the plant’s unique cannabinoid and terpene profiles. These cartridges are high in THC and contain the natural taste and aromas of the cannabis.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/5khdi8d3iRo0oeOQb60qdC/118349df65a3203e9f6f1aa09b94f85f/RawGarden-.5Cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5khdi8d3iRo0oeOQb60qdC/118349df65a3203e9f6f1aa09b94f85f/RawGarden-.5Cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5khdi8d3iRo0oeOQb60qdC/118349df65a3203e9f6f1aa09b94f85f/RawGarden-.5Cart.jpg,,"Raw Garden - Badlands Haze Refined Live Resin THC Cartridge 0.5g",
SF85PRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC",base,"Cake Breath Refined Live Resin THC Cartridge 1g",,1,,"Catalog, Search",53,,raw-garden-cake-breath-refined-live-resin-thc-cartridge-1g,"Raw Garden",,Vaping,,,THC,,,,,,,,,,12,1,,1,1,1,None,,,,"A robust and potent strain.","<p>1g cartridge high in THC and 100% cannabis.</p>","<p>These THC Vape Cartridges are 100% cannabis, made from our flower grown in Santa Barbara County. Raw Garden cryogenically flash-freezes the flower at harvest in order to preserve the plant’s unique cannabinoid and terpene profiles. These cartridges are high in THC and contain the natural taste and aromas of the cannabis.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/5khdi8d3iRo0oeOQb60qdC/118349df65a3203e9f6f1aa09b94f85f/RawGarden-.5Cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5khdi8d3iRo0oeOQb60qdC/118349df65a3203e9f6f1aa09b94f85f/RawGarden-.5Cart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5khdi8d3iRo0oeOQb60qdC/118349df65a3203e9f6f1aa09b94f85f/RawGarden-.5Cart.jpg,,"Raw Garden - Cake Breath Refined Live Resin THC Cartridge 1g",
S797PRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Indica,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Nerve pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime,Shop/Explore/High/High",base,"Dosist x Bear Extracts Live Resin Pod - Northern Lights",,1,,"Catalog, Search",50,,dosist-bear-extracts-live-resin-pod-northern-lights,Dosist,Indica,Vaping,"Anxiety|Sleep|Muscle pain|Nerve pain|Pain|Stress",Nighttime,THC,"Humboldt County",High,,,Medium,,,,,14,1,,1,1,1,None,,,,"Limited edition live resin pod with Northern Lights, a potent and sweet indica with calming and relaxing effects.","<p>dosist x Bear Extracts collaboration which brings together dosist’s proprietary dose pen technology with Bear Extraction’s highest quality liquid true live resin for a rich, full-flavored elevated cannabis experience.</p>","<p>dosist x Bear Extracts is a limited edition liquid live resin pod containing 500mg of northern lights, a potent and sweet indica with calming and relaxing effects.
The dosist pod is part of the dose pen rechargeable system and works exclusively with the dose controller battery (sold separately).</p>
<p>dosist x Bear Extracts collaboration which brings together dosist’s proprietary dose pen technology with Bear Extraction’s highest quality liquid true live resin for a rich, full-flavored elevated cannabis experience.</p>","<p>Liquid True Live Resin - NO Additives, NO distillate</p>","<p>77% THC, 200 doses per pod
500mg</p>",https://images.ctfassets.net/4a6u5f7bz40f/5pnISSFwmBjtUqLI9GUBPO/c67046db70132b1b980c6903916cddc0/dosist_x_Bear_Extraction_House_-_northern_lights__1__-_Gary_Pagano.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5pnISSFwmBjtUqLI9GUBPO/c67046db70132b1b980c6903916cddc0/dosist_x_Bear_Extraction_House_-_northern_lights__1__-_Gary_Pagano.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5pnISSFwmBjtUqLI9GUBPO/c67046db70132b1b980c6903916cddc0/dosist_x_Bear_Extraction_House_-_northern_lights__1__-_Gary_Pagano.jpg,,"Dosist - Dosist x Bear Extracts Live Resin Pod - Northern Lights",
SB55PRO2,,Concentrates,simple,"Shop/Products/Inhale/Concentrates,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Anytime",base,"Willies Kush Live Resin Sauce 1g",,1,,Catalog,33,,cali-heights-willies-kush-live-resin-sauce-1g,"Cali Heights","Sativa-Dominant Hybrid",Concentrates,Anxiety|Mood|Energy|Creativity|Focus|Energizing|Socializing,Anytime,THC,,,,,,,,,,,1,,,,1,None,,,,"1 gram hybrid concentrate for euphoric and creative effects.","<p>Willy's Kush Live Resin Diamonds are created using frozen, indoor flowers.  Aromas hit hard as soon as you open the jar and a smile covers your face just thinking about how good it's going to taste.</p>","<p>Willy's Kush Live Resin Diamonds are created using frozen, indoor flowers.  Aromas hit hard as soon as you open the jar and a smile covers your face just thinking about how good it's going to taste.
Our Willy's Kush Diamonds are an indica leaning strain that is sure to take you to the next level.  This Full-Spectrum Concentrate has some earthy and tangy flavors, certain to send your palette into a tizzy.  The high is exquisite, encompassing both mind and body, guaranteed to help you find the euphoria you seek.  The majority of users like to use this for dabbing, but it can definitely be spread on rolling paper, included in joints, scooped on top of a bowl or even baked into an edible.</p>","<p>100% Cannabis oil extract</p>","<p>THC 78% CBD 0.07%</p>",https://images.ctfassets.net/4a6u5f7bz40f/24PGMZPMzw8CHUr3KS1YZh/26ca59ed3b3316fca1ef015f84794e91/Willy-s_Kush.jpeg,https://images.ctfassets.net/4a6u5f7bz40f/24PGMZPMzw8CHUr3KS1YZh/26ca59ed3b3316fca1ef015f84794e91/Willy-s_Kush.jpeg,https://images.ctfassets.net/4a6u5f7bz40f/24PGMZPMzw8CHUr3KS1YZh/26ca59ed3b3316fca1ef015f84794e91/Willy-s_Kush.jpeg,,"Cali Heights - Willies Kush Live Resin Sauce 1g",
S435PRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Cannabinoids/CBDA,Shop/Explore/Cannabinoids/CBC,Shop/Explore/Terpenes/Pinene,Shop/Explore/Terpenes/Myrcene,Shop/Explore/Terpenes/Caryophyllene,Shop/Explore/Strain/CBD,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Inflammation,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Feeling/Anytime",base,"Tsunami Dog Cartridge",,1,,Catalog,33,,chemistry-tsunami-dog-cartridge,Chemistry,CBD,Vaping,Mood|Inflammation|Pain|Stress|Creativity|Focus,Anytime,THC|CBD|CBDA|CBC,"Humboldt County",,,Pinene|Myrcene|Caryophyllene,,,,,,,1,,,,1,None,,,,"High CBD strain that will bring harmony to your day without leaving you baked.","<p>Ride a tidal wave of good vibes with Tsunami Dog. Like a true friend, Tsunami Dog is always there when you need it.</p>","<p>Ride a tidal wave of good vibes with Tsunami Dog. This high CBD cart will bring harmony to your day without leaving you baked. Like a true friend, Tsunami Dog is always there when you need it.
GROWN BY: Moon Made Farms
REGION: Humboldt</p>","<p>Full spectrum cannabis concentrate</p>","<p>Approximately 69.65% CBD - 5.22% THC
3 second dose on a charged battery. 110 draws per 500 mg cartridge.</p>",https://images.ctfassets.net/4a6u5f7bz40f/2LzavQnTRZ6PANmd1MmDGb/06a4dc806d89b1a4eb7969cb0600a660/Chemistry_Cartridge-generic.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2LzavQnTRZ6PANmd1MmDGb/06a4dc806d89b1a4eb7969cb0600a660/Chemistry_Cartridge-generic.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2LzavQnTRZ6PANmd1MmDGb/06a4dc806d89b1a4eb7969cb0600a660/Chemistry_Cartridge-generic.jpg,,"Chemistry - Tsunami Dog Cartridge",
SC80PRO2,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Daytime",base,"Acapulco Gold Infused Single Pre-Roll",,1,,Catalog,14,,stone-road-acapulco-gold-infused-single-pre-roll,"Stone Road","Sativa-Dominant Hybrid",Pre-Rolls,Anxiety|Mood|Energy|Stress|Focus|Energizing,Daytime,THC,,,,,,,,,,,1,,,,1,None,,,,"1 gram pre-roll that produces lively, invigorating effects.","<p>Acapulco Gold is a rare sativa dominant hybrid strain known for the golden hue of its green and/or brownish buds. Infused with Orange Cookies hashish to help you experience a powerful cerebral high that raises one's mood.</p>","<p>Acapulco Gold is a rare sativa dominant hybrid strain known for the golden hue of its green and/or brownish buds. Acapulco Gold produces effects that are motivating and energizing. Users will experience a powerful cerebral high that raises one's mood without producing overpowering feelings of happiness. Instead, the cerebral high mixes with a calming body high for a relaxing experience. An aroma of burnt toffee lingers when the bud is broken up. This strain is known to work well for sufferers of disorders such as General Anxiety Disorder or PTSD, and/or depression.</p>","<p>Single 100% natural hash-infused cannabis pre-roll.</p>","<p>24.018% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1BNAIQzpyuD38xP42GDfMs/477aae4f15ef16fbf55490fc94b75f9e/Stone_Road_-_1g_hash_single.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5E1itvPNTrCDIhgQQJ7gFF/9ed1a5b7a0dd7bb063fc32fc4a69f335/IMG_0294.JPG,"Stone Road - Acapulco Gold Infused Single Pre-Roll",
SC86PRO2,,Edibles,simple,"Shop/Products/Ingest/Sublinguals,Shop/Explore/Cannabinoids/CBDA,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Arthritis,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Headache,Shop/Explore/Helps With/Inflammation,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Nerve pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/PMS,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Athletic Recovery,Shop/Explore/Helps With/Hangover,Shop/Explore/Feeling/Daytime,Shop/Explore/Feeling/Nighttime,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Non-Psychoactive,Shop/Explore/High/Low",base,"CBDa Protab",,1,,"Catalog, Search",29,,level-cbda-protab,Level,,Capsules,"Anxiety|Arthritis|Mood|Energy|Headache|Inflammation|Sleep|Muscle pain|Nerve pain|Pain|PMS|Stress|Athletic Recovery|Hangover",Daytime|Nighttime|Anytime,CBDA,,Non-Psychoactive|Low,,,High,,,,,36,1,,1,1,1,None,,,,"Designed to be swallowed for a nonexistent high.","<p>Each unit has 10 tablets each 25mg of pure CBDa.  You break these tablets into half on the scored line and swallow with liquid. The onset time is 30-90 minutes with a duration of 3-6 hours.</p>","<p>LEVEL is excited to bring CBDa, our newest emergent cannabinoid, to market. CBDa is the acidic form of CBD and may help with relaxation pain relief and can be anticonvulsant and antiemetic. Each unit has 10 tablets each 25mg of pure CBDa.  You break these tablets into half on the scored line and swallow with liquid. The onset time is 30-90 minutes with a duration of 3-6 hours.</p>","<p>Microcrystalline Cellulose, cannabidiolic Acid, croscarmellose, silicon dioxide, magnesium stearate, steam- distilled cannabis terpenoids</p>","<p>25mg CBDa per dose/tablet, 10 doses per package, tablets can easily be broken in half on the scored line.
1.75g net weight</p>",https://images.ctfassets.net/4a6u5f7bz40f/4UhKk04Q2qWhzHwUZhCNet/e74fe83796649f6a32d54954f0d6990e/Protab_CBDa___tablets_1080x1080_-_Tony_Moreci.png,https://images.ctfassets.net/4a6u5f7bz40f/4UhKk04Q2qWhzHwUZhCNet/e74fe83796649f6a32d54954f0d6990e/Protab_CBDa___tablets_1080x1080_-_Tony_Moreci.png,https://images.ctfassets.net/4a6u5f7bz40f/4UhKk04Q2qWhzHwUZhCNet/e74fe83796649f6a32d54954f0d6990e/Protab_CBDa___tablets_1080x1080_-_Tony_Moreci.png,,"Level - CBDa Protab","Value for 'daytime_nightime' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'psychoactivity' attribute contains incorrect value, see acceptable values on settings specified for Admin"
