sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,weight,product_online,tax_class_name,visibility,price,special_price,url_key,brand,strain,sava_product_type,helps_with,daytime_nightime,cannabinoids,region,psychoactivity,cbd_thc_ratios,terpenes,dose,size,color,scent,flavor,qty,use_config_min_qty,is_qty_decimal,is_in_stock,stock_status,manage_stock,source_tracking_mode,configurable_variations,configurable_variation_labels,associated_skus,intro_text,short_description,description,ingredients,dosing,base_image,small_image,thumbnail_image,additional_images,internal_name,errors
S31DPRO2,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Nighttime,Shop/Explore/High/Low",base,"Artet Cannabis Aperitif",,1,,"Catalog, Search",53,,artet-cannabis-aperitif,Artet,,Edibles,Mood|Stress|Socializing,Nighttime,THC,,Low,,,,,,,,15,1,,1,1,1,None,,,,"With 2.5 mg THC per serving, Artet is an elegant alternative in social settings.","<p>Artet is a cannabis beverage inspired by the world of French and Italian-style liqueurs. Artet's sessionable dosing allows you to find the perfect pour and strength for the occasion.</p>","<p>Artet is a cannabis beverage inspired by the world of French and Italian-style liqueurs. Each batch is a blend of cannabis and seven botanicals working in harmony to make Artet delicious on the rocks, intriguing when mixed, and always enjoyed in good company.<br>
Whether you are looking for something light to ease into the evening or something stronger to help you unwind, Artet's sessionable dosing allows you to find the perfect pour and strength for the occasion. Each bottle comes with a stainless steel shot glass to help you effortlessly pour out each serving of 2.5 mg THC.</p>","<p>Water, Organic Cane Sugar, Gentian extract, Cardamom extract, Chamomile extract, Italian Grapefruit extract, Juniper Berry Extract, Jamaica Pepper, Colors from Vegetable and Fruit Juices, Xanthan Gum, Sodium Benzoate, Potassium Sorbate, Citric Acid, California Cannabis Extract</p>","<p>Approximately 2.5 mg THC per serving | 37.5 mg THC per bottle. 15 servings per bottle.</p>",https://images.ctfassets.net/4a6u5f7bz40f/12iviOaNdYPDJW4qvdeQ2N/f3c0ed959f5fdc39530c97b90eb0f75a/artet_white.jpg,https://images.ctfassets.net/4a6u5f7bz40f/12iviOaNdYPDJW4qvdeQ2N/f3c0ed959f5fdc39530c97b90eb0f75a/artet_white.jpg,https://images.ctfassets.net/4a6u5f7bz40f/12iviOaNdYPDJW4qvdeQ2N/f3c0ed959f5fdc39530c97b90eb0f75a/artet_white.jpg,"https://images.ctfassets.net/4a6u5f7bz40f/136sJi3B4DjKjEFwPo9sJI/1173649219d2c0deb2ec95a21d22d9ed/artet-spritz-card.jpg,https://images.ctfassets.net/4a6u5f7bz40f/w0sgEPmtEDg0dq68gPAfl/571d869498b150c8fe13895526ac998f/artet-Tet_Tonic-recipe-card.jpg","Artet - Artet Cannabis Aperitif",
S187PRO1,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Sativa,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Low",base,"Blue Dream MONDO Cannabis Powder",,1,,"Catalog, Search",33,,mondo-cannabis-powder,MONDO,Sativa,Edibles,Mood|Pain|Stress|Creativity|Focus,Anytime,THC,,Low,,,Low,,,,,36,1,,1,1,1,None,,,,"An all-natural, whole-plant powder with uplifting and soothing effects.","<p>MONDO Cannabis powder will surprise you with the delicious taste and fun texture. This cannabis powder is the perfect solution to daily relief by offering a gentle and functional experience that is safe for even the most anxious first-time cannabis users.</p>","<p>MONDO Cannabis Powder is an all-natural, whole-plant powder. A delightful melt-in-your-mouth experience, this product is sure to surprise you with the delicious taste and fun texture. Our cannabis powder is the perfect solution to daily relief, by offering a gentle and functional experience that is safe for even the most anxious first-time cannabis users. With one spoonful, you'll feel the uplifting and soothing effect in as little as 10 minutes. Each dose is perfectly calculated at 3 mg, letting the user take charge of the effect they are seeking. MONDO powder was named the &quot;Weed for Work&quot; by Bon Appetit.<br>
This product is crafted from the highest quality flowers grown from a single-source organic farmer, and this product is guaranteed to be free of pesticides and harmful chemicals. Made from Blue Dream flowers, offering a perfect mix of balanced, full-body relaxation with a gentle cerebral invigoration. Users will find that it is appropriate daytime or nighttime medication.</p>","<p>Non-GMO tapioca starch (maloextrin), organic cacao butter, organic coconut oil*, THC.<br>
*indicates infused</p>","<p>Approximately 101 mg THC per container | 3.06 mg THC per serving | Serving size: 1 scoop. 33 doses per jar.
Eat half a scoop (provided) and wait ten minutes to determine effect. Take more as needed. We encourage discovering your minimal effective dose.</p>",https://images.ctfassets.net/4a6u5f7bz40f/4Ll6P9yFFpgCV1nVEVeNkv/ed73111c66502f8d2d5c664db7ba60e7/mondo-thc_white-_transparent_background.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4Ll6P9yFFpgCV1nVEVeNkv/ed73111c66502f8d2d5c664db7ba60e7/mondo-thc_white-_transparent_background.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4Ll6P9yFFpgCV1nVEVeNkv/ed73111c66502f8d2d5c664db7ba60e7/mondo-thc_white-_transparent_background.jpg,,"MONDO - Blue Dream MONDO Cannabis Powder",
SDBFPRO1,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/CBD,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Anytime",base,"Harlequin x GDP 1:1 CBD Flower",,1,,Catalog,44,,pure-beauty-harlequin-x-gdp-cbd-flower,"Pure Beauty",CBD,Flower,Anxiety|Stress|Focus|Energizing,Anytime,THC|CBD,,,1:1,,,,,,,,1,,,,1,None,,,,"A 1:1 CBD strain to help you feel lucid without being overstimulated.","<p>Harlequin x GDP helps with stress and anxiety without the couchlock. A sweet nose, with hints of fruit, and a dense bud structure make this strain easy on the eyes, nose and mind</p>","<p>A beautiful 1:1 CBD strain, Harlequin x GDP will have you feeling lucid without being overstimulated and cozy without relegating you to the couch. A sweet nose, with hints of fruit, and a dense bud structure make this strain easy on the eyes, nose and mind, as you feel all anxiety melt away.</p>","<p>100% cannabis flower</p>","<p>Approximately 8.11% CBD - 6.41% THC. Exact dosing will vary from batch to batch.</p>",https://images.ctfassets.net/4a6u5f7bz40f/5snnXQfNpzlZe8kplH6YxG/9aebf6beb06c3e7b99b691fb87a136a5/PureBeauty_Flower_GuavaJelly_187.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5snnXQfNpzlZe8kplH6YxG/9aebf6beb06c3e7b99b691fb87a136a5/PureBeauty_Flower_GuavaJelly_187.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5snnXQfNpzlZe8kplH6YxG/9aebf6beb06c3e7b99b691fb87a136a5/PureBeauty_Flower_GuavaJelly_187.jpg,,"Pure Beauty - Harlequin x GDP 1:1 CBD Flower",
SB41PRO1,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Indica",base,"Aurora Borealis Refined Live Resin THC Cartridge 0.5g",,1,,"Catalog, Search",31,,raw-garden-aurora-borealis-refined-live-resin-thc-cartridge,"Raw Garden",Indica,Vaping,,,THC,,,,,,,,,,8,1,,1,1,1,None,,,,"A indica hybrid of Zkittlez and Cloud Chaser","<p>High THC vaping that contains the natural taste and aromas of the cannabis.</p>","<p>These THC Vape Cartridges are 100% cannabis, made from our flower grown in Santa Barbara County. Raw Garden cryogenically flash-freezes the flower at harvest in order to preserve the plant’s unique cannabinoid and terpene profiles. These cartridges are high in THC and contain the natural taste and aromas of the cannabis.
Available in 0.5G and 1.0G.</p>",,,https://images.ctfassets.net/4a6u5f7bz40f/4h77X2wzwPq5KYaXl9TBqb/e7f5fa9b35d140081cde448e246e6ec2/RawGarden-LiveResinCart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4h77X2wzwPq5KYaXl9TBqb/e7f5fa9b35d140081cde448e246e6ec2/RawGarden-LiveResinCart.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4h77X2wzwPq5KYaXl9TBqb/e7f5fa9b35d140081cde448e246e6ec2/RawGarden-LiveResinCart.jpg,,"Raw Garden - Aurora Borealis Refined Live Resin THC Cartridge 0.5g",
S29DPRO1,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Indica,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Nighttime",base,"Mango Flower",,1,,Catalog,25,,henrys-original-mango-flower,"Henry's Original",Indica,Flower,Mood|Stress|Creativity|Energizing,Nighttime,THC,Mendocino,,,,,,,,,,1,,,,1,None,,,,"Indica flower that provides a stimulating head high.","<p>Mango provides a stimulating head high while keeping you calm and stress-free. This flower also has euphoric and uplifting effects that will improve your mood.</p>","<p>Mango provides a stimulating head high while keeping you calm and stress-free. This flower also has euphoric and uplifting effects that will boost your mood and help lift creative roadblocks.</p>","<p>Pure cannabis flower</p>","<p>19.75% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/1XE9HzwY7yVyyx6oDkq77H/c1e5413499e47d13d54ccc242b188e52/HenrysOriginal_Generic_Flower.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1XE9HzwY7yVyyx6oDkq77H/c1e5413499e47d13d54ccc242b188e52/HenrysOriginal_Generic_Flower.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1XE9HzwY7yVyyx6oDkq77H/c1e5413499e47d13d54ccc242b188e52/HenrysOriginal_Generic_Flower.jpg,,"Henry's Original - Mango Flower",
S6FCPRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Daytime",base,"Sour Diesel Pre-Roll Pack",,1,,Catalog,33,,stone-road-sour-diesel-pre-roll-pack,"Stone Road","Sativa-Dominant Hybrid",Pre-Rolls,Anxiety|Mood|Pain|Stress|Focus|Energizing,Daytime,THC,,,,,,,,,,,1,,,,1,None,,,,"A fast-acting sativa dominant strain that helps with stress, pain, and mood.","<p>Sour Diesel (Sour D) is named after its pungent, diesel-like aroma. Ideal for stress, pain, and depression and is great for medical patients.</p>","<p>Sour Diesel (Sour D) is a sativa-dominant strain named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects. Ideal for stress, pain, and depression and is great for medical patients.<br>
Contains 5 joints per package | 3.5 grams per package | .7g flower each</p>","<p>100% natural cannabis</p>","<p>21.50% THC per package</p>",https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,,"Stone Road - Sour Diesel Pre-Roll Pack",
S737PRO1,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Daytime,Shop/Explore/High/Low",base,"Cann Lite",,1,,"Catalog, Search",18,,cann-cann-lite,Cann,"Sativa-Dominant Hybrid",Edibles,Mood|Energy|Energizing|Socializing,Daytime,THC|CBD,,Low,,,,,,,,118,1,,1,1,1,None,,,,"Your favorite infused seltzer, now with only 9 calories per Cann.","<p>Cann Lite is microdosed with 4 mg CBD - 2 mg THC, so you can(n) enjoy more than one, and experience a light, highly social buzz. The perfect substitute for that spiked seltzer you’ve been drinking, but without the hangover.</p>","<p>Cann Lite Grapefruit Rosemary now available as a 6-pack!
Cann Lite is microdosed with 4 mg CBD - 2 mg THC, so you can(n) enjoy more than one, and experience a light, highly social buzz within 10-15 minutes. With approximately 9 calories per Cann, four all-natural ingredients, and a refreshingly light taste (similar to a seltzer), you can think of these as the perfect substitute for that spiked seltzer you’ve been drinking, but without the hangover the next morning!</p>","<p>Carbonated water, grapefruit juice, natural rosemary flavor, cannabis extract.</p>","<p>4 mg CBD - 2 mg of THC per Cann</p>",https://images.ctfassets.net/4a6u5f7bz40f/i8RDYcekFyEKKtJFGDQzn/8e2c21106f7686d745251d070a4e7d7b/Cann-Lite.jpg,https://images.ctfassets.net/4a6u5f7bz40f/i8RDYcekFyEKKtJFGDQzn/8e2c21106f7686d745251d070a4e7d7b/Cann-Lite.jpg,https://images.ctfassets.net/4a6u5f7bz40f/i8RDYcekFyEKKtJFGDQzn/8e2c21106f7686d745251d070a4e7d7b/Cann-Lite.jpg,,"Cann - Cann Lite",
S96DPRO1,,Edibles,simple,"Shop/Products/Ingest/Edibles,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Anytime,Shop/Explore/High/Low",base,"Cann Roadie",,1,,"Catalog, Search",18,,cann-roadie,Cann,"Sativa-Dominant Hybrid",Edibles,Mood|Energy|Stress|Energizing|Socializing,Anytime,THC|CBD,,Low,,,,,,,,,1,,,,1,None,,,,"Liquid packets with 2 mg THC and 4 mg CBD each for the ideal social buzz.","<p>Everything you love about Cann, minus the actual can. Each box has 10 liquid packets to tear open, and pour into your own sparkling water and to create the perfect Cann experience on-the-go.</p>","<p>Everything you love about Cann, minus the actual can. Launching in their most popular flavor, Lemon Lavender, each box has 10 liquid packets to tear open, and pour into your own sparkling water and to create the perfect Cann experience on-the-go. Each sachet has 2 mg THC and 4 mg CBD for the ideal social buzz. At 30 calories, the Roadie’s ingredients are as clean as they are delicious.</p>","<p>Agave nectar, lemon juice, natural lavender flavor, cannabis extract —that’s it. Open, pour, mix, and enjoy.</p>","<p>4 mg CBD - 2 mg THC per serving | 40 mg CBD - 20 mg THC total
10 servings per container</p>",https://images.ctfassets.net/4a6u5f7bz40f/14pRF4vXPukaseFWPM8u4A/866e5dcc6a7abbc688d1ce06ec9b2baf/Cann_Roadies.jpg,https://images.ctfassets.net/4a6u5f7bz40f/14pRF4vXPukaseFWPM8u4A/866e5dcc6a7abbc688d1ce06ec9b2baf/Cann_Roadies.jpg,https://images.ctfassets.net/4a6u5f7bz40f/14pRF4vXPukaseFWPM8u4A/866e5dcc6a7abbc688d1ce06ec9b2baf/Cann_Roadies.jpg,,"Cann - Cann Roadie",
SF3EPRO2,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Terpenes/Caryophyllene,Shop/Explore/Terpenes/Humulene,Shop/Explore/Terpenes/Ocimene,Shop/Explore/Strain/Hybrid/Balanced,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Feeling/Anytime",base,"187 Cookies Junior Live Rosin Infused Cone",,1,,Catalog,11,,doc-greens-187-cookies-junior-live-rosin-cone,"Doc Green's","Balanced Hybrid",Pre-Rolls,Mood|Stress|Creativity|Focus,Anytime,THC,,,,Caryophyllene|Humulene|Ocimene,,,,,,,1,,,,1,None,,,,"Infused with White Buffalo Live Rosin. Relaxing and euphoric effects.","<p>187 Cookies is a cross between Original Cookies and 187. With creamy and sweet tasting notes, prepare to feel relaxed and creative.</p>","<ul>
<li>187 Cookies Flower: Local Motives Farms, Calaveras  - Lineage: Original Cookies x 187 (Maui x Big Bud)</li>
<li>Top Terps: β-Caryophyllene, Ocimene, α-Humulene</li>
<li>Tasting notes: Creamy, sweet and gassy</li>
<li>Effect notes: relaxed, euphoric, creative</li>
</ul>
<hr>
<p><strong>Junior Live Rosin Infused Cones:</strong> Same high quality full flower + premium Live Rosin Infused Paper, half the size and minus the fancy box. Low price, high potency, superior experience. Doc's Junior Live Rosin Infused Cones feature 0.6 gram of high quality full flower in Doc Green's proprietary 36 mg premium Live Rosin Infused Paper. Always full flower- never shake nor trim.</p>",,"<p>31.15% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,,"Doc Green's - 187 Cookies Junior Live Rosin Infused Cone",
S135PRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Terpenes/Pinene,Shop/Explore/Terpenes/Myrcene,Shop/Explore/Terpenes/Caryophyllene,Shop/Explore/Terpenes/Humulene,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Daytime",base,"Lemon Cake Junior Live Rosin Infused Cone",,1,,Catalog,11,,doc-greens-lemon-cake-junior-live-rosin-cone,"Doc Green's","Sativa-Dominant Hybrid",Pre-Rolls,Mood|Energy|Stress|Creativity|Focus|Energizing,Daytime,THC|CBD,,,,Pinene|Myrcene|Caryophyllene|Humulene,,,,,,,1,,,,1,None,,,,"CBD strain infused with Sour Lemonade Live Rosin. Energizing and balanced effects.","<p>Sativa dominant Lemon Cake is a cross of Lemon Skunk and Cheese and this special cultivar by Moongazer Farms wound up rich in CBD and delicious robust flavor. Prepare to feel balance and ready for anything.</p>","<ul>
<li>Lemon Cake Flower cultivated by Moongazer Farms, Mendocino - Sativa dominant Lemon Cake is a cross of Lemon Skunk and Cheese and this special cultivar by Moongazer Farms wound up rich in CBD and delicious robust flavor.</li>
<li>2:1 THC:CBD - 27% THC, 9% CBD</li>
<li>Top Terps: β-Caryophyllene, α-Humulene, β-Myrcene, α-Pinene</li>
<li>Tasting notes: Citrusy, sweet and sour</li>
<li>Energized, ready for anything, balanced, ‘not-too-high’- thanks to the CBD.</li>
</ul>
<hr>
<p><strong>Junior Live Rosin Infused Cones:</strong> Same high quality full flower + premium Live Rosin Infused Paper, half the size and minus the fancy box. Low price, high potency, superior experience. Doc's Junior Live Rosin Infused Cones feature 0.6 gram of high quality full flower in Doc Green's proprietary 36 mg premium Live Rosin Infused Paper. Always full flower- never shake nor trim.</p>",,"<p>9.264% CBD - 27.338% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,https://images.ctfassets.net/4a6u5f7bz40f/6AFmELDEsbTRLKBQEkxJ4m/7912495fe227c482b99e3ee9a3d22fa6/Doc_Greens-Infused_Juniors-Generic.jpg,,"Doc Green's - Lemon Cake Junior Live Rosin Infused Cone",
S804PRO1,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Cannabinoids/THC,Shop/Explore/Terpenes/Myrcene,Shop/Explore/Terpenes/Lymonene,Shop/Explore/Terpenes/Linalool,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Helps With/Arthritis,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Inflammation,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"Bermuda Triangle Flower",,1,,Catalog,49,,pure-beauty-bermuda-triangle-flower,"Pure Beauty","Indica-Dominant Hybrid",Flower,Arthritis|Mood|Inflammation|Sleep|Stress,Nighttime,THC,,,,Myrcene|Lymonene|Linalool,,,,,,,1,,,,1,None,,,,"An indica dominant hybrid that helps with stress, inflammation, and mood.","<p>Bermuda Triangle is not only beautiful, it's potent. Contains notes of citrus, pine, and a vanilla sweetness.</p>","<p>With a nose that releases notes of citrus, pine and a vanilla sweetness, along with a gorgeous bud structure and a thick coating of frosty trichomes, Bermuda Triangle is not only beautiful, it's potent. There's a chance you may get lost.</p>","<p>100% cannabis flower</p>","<p>Approximately 32.51% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/5skG0WmaVzUj8lpn1GZV3Y/4c08d8f0bfc6d79d19bc66422f102926/PureBeauty_Flower_Gushers_181.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5skG0WmaVzUj8lpn1GZV3Y/4c08d8f0bfc6d79d19bc66422f102926/PureBeauty_Flower_Gushers_181.jpg,https://images.ctfassets.net/4a6u5f7bz40f/5skG0WmaVzUj8lpn1GZV3Y/4c08d8f0bfc6d79d19bc66422f102926/PureBeauty_Flower_Gushers_181.jpg,,"Pure Beauty - Bermuda Triangle Flower",
